Amino.Acid,Iupred.score,ANN,PSSM,SVM,Consensus,normalization,SiteNum,Set,Response
S,0.868118,0.114,0.069,-1.124,-0.314,0.001362398,1994,train,0
S,0.868118,0.128,-0.333,-1.326,-0.51,0.009933775,1964,train,0
S,0.868118,0.141,-0.132,-0.878,-0.29,0.014550265,1976,train,0
S,0.868118,0.148,0.008,-0.95,-0.265,0.007751938,867,test,NA
S,0.868118,0.16,-0.223,-0.95,-0.338,0.010204082,422,train,0
S,0.868118,0.32,-0.155,-0.606,-0.147,0,492,train,0
S,0.871313,0.03,-0.65,-1.892,-0.837,0.023913043,3265,train,0
S,0.871313,0.061,-0.135,-1.404,-0.493,7.96813e-4,834,train,0
S,0.871313,0.079,-0.25,-1.433,-0.535,0.002390438,1886,test,NA
S,0.871313,0.099,-0.115,-1.361,-0.459,0.023255814,369,train,0
S,0.871313,0.169,0.021,-0.909,-0.24,0.002107482,1255,test,NA
S,0.871313,0.186,0.07,-1.046,-0.263,0.016129032,264,test,NA
S,0.871313,0.196,-0.306,-0.837,-0.316,0.078947368,3566,train,0
S,0.871313,0.222,-0.15,-0.986,-0.305,0.003344482,1911,train,0
S,0.871313,0.283,0.299,-0.377,0.068,0.02371134,1273,train,0
S,0.871313,0.371,0.42,-0.128,0.221,0.010869565,1076,train,0
S,0.871313,0.471,0.035,-0.325,0.06,0.010204082,2856,train,0
S,0.871313,0.513,0.038,-0.231,0.107,0.004214963,2718,train,0
S,0.871313,0.97,1.854,2.158,1.661,0.023622047,242,train,1
S,0.874069,0.019,-0.65,-2.042,-0.891,0.007334963,1025,train,0
S,0.874069,0.038,-0.53,-1.503,-0.665,0.001451379,3172,test,NA
S,0.874069,0.053,-0.44,-1.142,-0.51,0.133526851,3568,test,NA
S,0.874069,0.091,-0.178,-0.949,-0.345,0.003610108,2434,test,NA
S,0.874069,0.122,-0.227,-1.153,-0.419,0.130217028,138,train,0
S,0.874069,0.135,-0.264,-1.45,-0.526,0.034564958,2895,train,0
S,0.874069,0.136,0.075,-1.288,-0.359,0.005008347,2831,train,0
S,0.874069,0.584,0.463,-0.17,0.292,0.005577689,2144,train,0
S,0.874069,0.743,0.993,0.329,0.688,0.02739726,1146,train,1
S,0.874069,0.894,0.869,0.872,0.878,0.020477816,2906,train,0
S,0.8765,0.055,-0.189,-1.263,-0.466,0.026785714,1816,train,0
S,0.876521,0.056,-0.297,-1.3,-0.514,0.011155378,3697,train,0
S,0.876521,0.079,-0.254,-1.188,-0.454,0.045454545,2805,train,0
S,0.876521,0.082,-0.371,-1.182,-0.49,0.309090909,2990,test,NA
S,0.876521,0.465,0.158,-0.123,0.167,0.005555556,399,test,NA
S,0.876521,0.487,0.424,-0.262,0.216,0.037433155,134,train,0
S,0.879233,0.023,-0.604,-2.152,-0.911,0.027272727,518,test,NA
S,0.879233,0.039,-0.196,-1.601,-0.586,0.049855491,954,train,0
S,0.879233,0.087,-0.277,-1.144,-0.445,0.010869565,2847,test,NA
S,0.879233,0.112,-0.397,-1.302,-0.529,0.017857143,3262,train,0
S,0.879233,0.119,0.22,-0.729,-0.13,0.063636364,1262,test,NA
S,0.879233,0.192,0.098,-1.022,-0.244,0.041736227,1680,train,0
S,0.879233,0.419,0.415,-0.239,0.198,0.109090909,1070,train,0
S,0.879233,0.542,0.597,0.074,0.404,0.057142857,2133,train,0
S,0.879233,0.595,0.786,0.065,0.482,0.095238095,3616,test,NA
S,0.879233,0.831,0.953,0.855,0.88,0.011290323,3475,test,NA
S,0.882776,0.021,-0.53,-2.011,-0.84,0.018181818,1796,train,0
S,0.882776,0.046,-0.461,-1.62,-0.678,0.005347594,2882,train,0
S,0.882776,0.048,-0.29,-1.685,-0.642,0.002444988,2713,test,NA
S,0.882776,0.154,-0.246,-0.775,-0.289,0.001191895,2465,train,0
S,0.882776,0.24,0.124,-0.882,-0.173,0.013513514,315,train,0
S,0.882776,0.523,0.209,-0.253,0.16,0.006811989,1935,train,0
S,0.882776,0.696,0.555,0.016,0.422,0.008230453,964,test,NA
S,0.8853,0.069,-0.517,-1.57,-0.673,0.010996119,612,train,0
S,0.885302,0.039,-0.596,-1.722,-0.76,0.065843621,3595,train,0
S,0.885302,0.055,-0.366,-1.825,-0.712,0.00990099,3656,train,0
S,0.885302,0.078,-0.227,-1.715,-0.621,0.016556291,1956,train,0
S,0.885302,0.099,-0.128,-1.113,-0.381,0.002906977,1363,train,0
S,0.885302,0.128,-0.259,-1.056,-0.396,0.001191895,1188,train,0
S,0.885302,0.328,0.324,-0.238,0.138,0.004087193,2245,train,0
S,0.885302,0.616,0.786,0.222,0.541,0.033807829,1541,train,0
S,0.885302,0.892,1.292,0.774,0.986,0.025773196,2777,train,0
S,0.88723,0.019,-0.67,-2.013,-0.888,0.06010929,982,train,0
S,0.88723,0.021,-0.461,-2.213,-0.884,7.07214e-4,3415,train,0
S,0.88723,0.027,-0.659,-2.116,-0.916,0.076271186,305,train,0
S,0.88723,0.032,-0.53,-2.069,-0.856,0.025498008,2663,train,0
S,0.88723,0.05,-0.297,-1.477,-0.575,3.53607e-4,2743,train,0
S,0.88723,0.054,-0.26,-1.351,-0.519,0.005076142,1815,train,0
S,0.88723,0.073,-0.208,-1.37,-0.502,0.005959476,2940,test,NA
S,0.88723,0.081,-0.282,-1.472,-0.558,0.002724796,3589,train,0
S,0.88723,0.096,0.455,-1.215,-0.221,0.004301075,601,train,0
S,0.88723,0.13,-0.105,-1.074,-0.35,0.003822099,174,train,0
S,0.88723,0.137,-0.069,-1.53,-0.487,0.003436426,2464,train,0
S,0.88723,0.151,-0.07,-0.644,-0.188,0,1947,train,0
S,0.88723,0.535,0.277,0.088,0.3,0.006521739,2364,train,0
S,0.8894,0.019,-0.674,-2.043,-0.899,0.032341527,2918,train,0
S,0.889439,0.028,-0.549,-1.86,-0.794,0.024691358,1746,train,0
S,0.889439,0.041,-0.361,-1.862,-0.727,3.53607e-4,1534,test,NA
S,0.889439,0.062,-0.257,-1.422,-0.539,0.003610108,3534,test,NA
S,0.889439,0.07,-0.366,-1.386,-0.561,0.009090909,1320,train,0
S,0.889439,0.103,-0.416,-1.545,-0.619,0.04109589,2137,train,0
S,0.889439,0.119,-0.295,-1.159,-0.445,0.023809524,2394,train,0
S,0.889439,0.142,-0.323,-0.901,-0.361,0.069306931,1347,train,0
S,0.889439,0.162,-0.004,-0.686,-0.176,0.011686144,2203,train,0
S,0.889439,0.171,0.061,-1.232,-0.333,7.96813e-4,2335,train,0
S,0.889439,0.293,0.096,-0.875,-0.162,0.003575685,3621,test,NA
S,0.889439,0.363,0.302,-0.598,0.022,0.003558719,59,train,0
S,0.891961,0.018,-0.648,-2.222,-0.951,0.011976048,1244,train,0
S,0.891961,0.034,-0.316,-1.77,-0.684,0.001612903,1504,train,0
S,0.891961,0.058,-0.467,-1.871,-0.76,0.057613169,1969,test,NA
S,0.891961,0.061,-0.269,-1.473,-0.56,0.010526316,1783,train,0
S,0.891961,0.071,-0.471,-1.28,-0.56,0.014150943,1703,train,0
S,0.891961,0.11,-0.107,-1.214,-0.404,6.94927e-4,1671,train,0
S,0.891961,0.18,-0.038,-0.869,-0.242,0.041666667,3657,train,0
S,0.891961,0.181,-0.101,-0.88,-0.267,0.002994012,208,train,0
S,0.891961,0.242,0.834,-0.283,0.264,0.073349633,2671,train,0
S,0.891961,0.308,0.008,-0.706,-0.13,0.03196347,1455,train,0
S,0.891961,0.71,0.432,0.26,0.467,0.136622391,1631,train,0
S,0.891961,0.849,1.203,0.838,0.963,0.016666667,2529,train,0
S,0.891961,0.871,1.486,1,1.119,0.1,1494,train,1
S,0.894241,0.023,-0.097,-1.88,-0.651,7.96813e-4,1884,train,0
S,0.894241,0.209,-0.247,-0.722,-0.253,0.041184971,2361,train,0
S,0.89662,0.053,-0.417,-1.283,-0.549,0.002084781,1999,train,0
S,0.89662,0.138,-0.279,-1.172,-0.438,0.020576132,325,train,0
S,0.89662,0.153,-0.245,-1.058,-0.383,0.001612903,2618,train,0
S,0.89662,0.184,-0.042,-0.86,-0.239,0.004132231,2564,train,0
S,0.89662,0.203,0.086,-0.632,-0.114,0.138613861,754,train,0
S,0.89662,0.333,0.32,-0.338,0.105,0.059184813,1132,train,0
S,0.89662,0.536,0.286,-0.189,0.211,0.146363231,2625,train,0
S,0.89662,0.621,1.07,0.539,0.743,0.005555556,870,train,0
S,0.8991,0.667,0.89,0.629,0.729,0.07309185,2530,train,0
S,0.899122,0.05,-0.28,-1.834,-0.688,0.001191895,2398,train,0
S,0.899122,0.082,-0.402,-1.199,-0.506,0.020953757,3676,train,0
S,0.899122,0.119,-0.308,-1,-0.396,0.010434783,2998,train,0
S,0.899122,0.153,0.106,-0.734,-0.158,0.008230453,2157,train,0
S,0.899122,0.273,0.004,-0.557,-0.093,0.003161222,1302,train,0
S,0.899122,0.497,0.824,0.255,0.525,0.01497006,762,train,0
S,0.899122,0.524,0.407,-0.196,0.245,0.001451379,1531,test,NA
S,0.899122,0.609,1.129,0.375,0.704,0.026894866,1472,train,0
S,0.899122,0.876,0.806,0.834,0.839,0.333333333,2053,train,1
S,0.901269,0.056,-0.312,-1.582,-0.613,0.008230453,2782,train,0
S,0.901269,0.075,-0.063,-1.268,-0.419,0.010978044,370,train,0
S,0.901269,0.134,-0.192,-0.963,-0.34,0.00877193,2531,train,0
S,0.901269,0.168,0.635,-0.822,-0.006,0.011111111,2307,train,0
S,0.901269,0.178,-0.082,-0.743,-0.216,0.004966887,1548,train,0
S,0.901269,0.302,-0.026,-0.612,-0.112,0.001453488,1394,test,NA
S,0.903857,0.028,-0.688,-1.835,-0.832,0.0499002,2720,test,NA
S,0.903857,0.102,-0.32,-1.184,-0.467,0.002906977,152,train,0
S,0.903857,0.248,-0.075,-0.86,-0.229,0.04109589,1416,train,0
S,0.903857,0.609,0.411,0.143,0.388,0.010152284,3044,train,0
S,0.903857,0.841,1.176,0.792,0.936,0.01836394,3479,train,1
S,0.905695,0.02,-0.432,-1.935,-0.782,0.028571429,2688,train,0
S,0.905695,0.043,-0.347,-1.701,-0.668,0.001779359,3356,train,0
S,0.905695,0.043,-0.473,-1.875,-0.768,0.01059322,747,train,0
S,0.905695,0.05,-0.618,-1.838,-0.802,0.268948655,353,test,NA
S,0.905695,0.059,-0.468,-1.31,-0.573,0.008158508,2443,train,0
S,0.905695,0.07,-0.395,-1.485,-0.603,0.009933775,1546,train,0
S,0.905695,0.16,0.033,-0.71,-0.172,0.04679803,414,train,0
S,0.905695,0.198,-0.077,-0.601,-0.16,0.059382423,1163,train,0
S,0.905695,0.249,0.39,-0.778,-0.046,0.022222222,2400,train,0
S,0.905695,0.274,0.195,-0.619,-0.05,0.028571429,1882,train,0
S,0.905695,0.544,0.704,0.251,0.5,0.021276596,1814,test,NA
S,0.908098,0.034,-0.528,-1.879,-0.791,0.107142857,2731,train,0
S,0.908098,0.067,-0.544,-1.687,-0.721,0.010869565,875,train,0
S,0.908098,0.091,-0.194,-1.225,-0.443,0.012048193,621,train,0
S,0.908098,0.113,-0.148,-1.265,-0.433,0.010526316,2125,train,0
S,0.908098,0.222,0.175,-0.7,-0.101,8.92459e-4,591,train,0
S,0.908098,0.742,1.013,0.602,0.786,0.006355932,1865,test,NA
S,0.908098,0.815,0.992,0.614,0.807,0.009090909,2046,train,1
S,0.910643,0.109,-0.321,-0.965,-0.392,0.015652174,1723,train,0
S,0.910643,0.117,-0.241,-1.102,-0.409,0.008230453,214,train,0
S,0.910643,0.245,-0.024,-0.531,-0.103,0.145539906,1485,train,0
S,0.910643,0.245,-0.024,-0.531,-0.103,0.145539906,2435,train,1
S,0.910643,0.395,0.214,-0.168,0.147,0.053789731,3114,train,0
S,0.910643,0.935,1.534,1.216,1.228,0.137931035,1616,train,1
S,0.912647,0.059,-0.456,-1.575,-0.657,0.005577689,2113,test,NA
S,0.912647,0.084,-0.153,-1.615,-0.561,0.004070556,2803,train,0
S,0.912647,0.246,0.105,-0.499,-0.049,0.005217391,1434,train,0
S,0.912647,0.841,1.391,1.022,1.085,0.040909091,1176,train,1
S,0.91507,0.062,-0.573,-1.631,-0.714,0.016393443,1481,test,NA
S,0.915074,0.024,-0.632,-1.858,-0.822,0.024691358,1092,test,NA
S,0.915074,0.071,-0.168,-1.444,-0.514,0.001593625,3282,train,0
S,0.915074,0.081,-0.285,-1.477,-0.56,0.005154639,2306,test,NA
S,0.915074,0.088,-0.118,-1.549,-0.526,0.005154639,2518,train,0
S,0.915074,0.206,0.046,-1.09,-0.279,0.005154639,2325,train,0
S,0.915074,0.395,0.194,-0.301,0.096,0.041666667,1632,train,0
S,0.9168,0.509,0.891,-0.125,0.425,0.186119874,931,train,0
S,0.91684,0.06,-0.201,-1.653,-0.598,0.006451613,838,train,0
S,0.91684,0.064,-0.524,-1.802,-0.754,7.96813e-4,2357,train,0
S,0.91684,0.085,-0.048,-1.082,-0.348,0.008429926,1028,train,0
S,0.91684,0.091,-0.385,-1.186,-0.493,0.168831169,2709,train,0
S,0.91684,0.125,-0.241,-0.87,-0.329,0.059405941,3466,train,0
S,0.91684,0.16,0.159,-0.845,-0.175,0.006872852,3148,test,NA
S,0.91684,0.18,-0.213,-0.648,-0.227,0.010537408,1824,train,0
S,0.91684,0.223,-0.052,-1.043,-0.291,0.036082474,1609,train,0
S,0.919029,0.018,-0.541,-2.016,-0.846,0.00872093,1777,train,0
S,0.919029,0.052,-0.327,-1.491,-0.589,0.020576132,3349,train,0
S,0.919029,0.068,-0.339,-1.377,-0.549,0.022222222,2275,test,NA
S,0.919029,0.088,-0.475,-1.046,-0.478,0.009817046,1904,test,NA
S,0.919029,0.097,-0.202,-1.465,-0.523,0.100938967,1466,train,0
S,0.919029,0.113,-0.353,-1.364,-0.535,0.001165501,1839,train,0
S,0.919029,0.129,0.084,-1.119,-0.302,0.00990099,2504,train,0
S,0.919029,0.226,0.149,-0.775,-0.133,0.017114914,1444,train,0
S,0.919029,0.296,0.078,-0.477,-0.034,0.005464481,584,test,NA
S,0.919029,0.38,0.925,-0.099,0.402,0.174876847,1314,train,0
S,0.919029,0.401,0.084,-0.721,-0.079,0.093802345,2694,train,0
S,0.919029,0.813,1.45,1,1.088,0.6,364,train,1
S,0.921076,0.031,-0.565,-1.774,-0.769,0.016956716,924,train,0
S,0.921076,0.049,-0.358,-1.642,-0.65,0.00990099,2521,test,NA
S,0.921076,0.056,-0.394,-1.589,-0.642,0.027219991,3717,train,0
S,0.921076,0.064,-0.463,-1.264,-0.554,0.003161222,1349,train,0
S,0.921076,0.129,-0.155,-0.986,-0.337,0.005555556,2241,train,0
S,0.921076,0.154,0.151,-0.848,-0.181,0.041666667,3194,train,0
S,0.921076,0.242,-0.07,-0.899,-0.242,0.259793814,888,train,0
S,0.922952,0.144,-0.133,-1.025,-0.338,0.005154639,1089,train,0
S,0.922952,0.155,0.066,-1.102,-0.294,0.003338898,2868,train,0
S,0.924947,0.026,-0.254,-1.924,-0.717,0.002444988,1066,train,0
S,0.924947,0.041,-0.577,-1.782,-0.773,0.012987013,3550,test,NA
S,0.924947,0.115,-0.199,-1.02,-0.368,0.02739726,1876,train,0
S,0.924947,0.277,0.27,-0.589,-0.014,0.002906977,699,test,NA
S,0.924947,0.353,0.433,-0.032,0.251,0.046391753,3392,train,0
S,0.924947,0.518,0.409,0.069,0.332,0.042105263,3268,train,0
S,0.926919,0.04,-0.443,-1.758,-0.72,0.003478261,2415,train,0
S,0.926919,0.061,-0.465,-1.491,-0.632,0.002390438,1495,train,0
S,0.926919,0.063,-0.492,-1.68,-0.703,0.030456853,3637,train,0
S,0.926919,0.073,-0.149,-1.157,-0.411,0.006521739,2674,train,0
S,0.926919,0.089,-0.139,-1.469,-0.506,0.004115226,40,train,0
S,0.926919,0.151,0.068,-0.643,-0.141,0.039017341,32,train,0
S,0.926919,0.182,0.182,-0.734,-0.123,0.02970297,3269,train,0
S,0.926919,0.433,-0.052,-0.46,-0.026,0.00173913,3588,train,0
S,0.928747,0.015,-0.775,-2.249,-1.003,0.003610108,3305,train,0
S,0.928747,0.088,-0.311,-1.549,-0.591,0.142857143,819,train,0
S,0.928747,0.18,0.562,-0.837,-0.032,0.051546392,2495,test,NA
S,0.928747,0.183,-0.011,-1.111,-0.313,0.016666667,770,test,NA
S,0.93079,0.017,-0.614,-2.078,-0.892,0.061111111,1063,train,0
S,0.93079,0.104,-0.222,-1.482,-0.533,0.019704434,207,train,0
S,0.93079,0.108,-0.279,-1.196,-0.456,0.001042391,1945,train,0
S,0.93079,0.251,0.267,-0.8,-0.094,0.007389163,1821,train,0
S,0.93079,0.292,0.415,-0.356,0.117,0.019354839,1983,train,0
S,0.93079,0.344,0.314,-0.039,0.206,0.036674817,2098,train,0
S,0.9308,0.061,-0.338,-1.417,-0.565,0.003234153,1941,train,0
S,0.9329,0.045,-0.392,-1.833,-0.727,0.048625793,2677,train,0
S,0.932927,0.083,-0.282,-1.303,-0.501,0.017416546,185,train,0
S,0.932927,0.168,-0.022,-1.237,-0.364,0.021923621,301,train,0
S,0.932927,0.243,0.382,-0.519,0.035,0.005959476,1772,train,0
S,0.934618,0.029,-0.391,-1.903,-0.755,0.002107482,2005,train,0
S,0.934618,0.046,-0.337,-1.904,-0.732,0.001191895,682,train,0
S,0.934618,0.056,-0.41,-1.4,-0.585,0.065173116,1316,train,0
S,0.934618,0.071,-0.315,-1.438,-0.561,0.003478261,1159,test,NA
S,0.934618,0.149,-0.122,-1.067,-0.347,0.041666667,1654,train,0
S,0.934618,0.268,0.562,-0.415,0.138,0.04109589,1492,train,0
S,0.936162,0.421,0.029,-0.431,0.006,0.032669323,802,train,0
S,0.9381,0.028,-0.423,-1.805,-0.733,6.46831e-4,3204,test,NA
S,0.938133,0.038,-0.523,-1.542,-0.676,0.057613169,2303,train,0
S,0.938133,0.057,-0.334,-1.246,-0.508,0.002107482,3425,train,0
S,0.938133,0.129,-0.063,-1.013,-0.316,0.005555556,1421,train,0
S,0.938133,0.145,-0.156,-1.362,-0.458,0.003401361,3708,test,NA
S,0.939629,0.375,0.167,-0.459,0.028,0.008708273,3335,train,0
S,0.939629,0.488,0.778,-0.126,0.38,0.007256894,2070,train,0
S,0.941505,0.024,-0.561,-2.11,-0.882,0.028571429,737,test,NA
S,0.941505,0.046,-0.394,-1.503,-0.617,0.004115226,427,train,0
S,0.941505,0.166,0.719,-0.514,0.124,0.044959128,1775,train,0
S,0.941505,0.21,0.235,-0.55,-0.035,0.013623978,1575,train,0
S,0.941505,0.538,0.85,0.461,0.616,0.004780876,14,test,NA
S,0.941505,0.709,0.79,0.26,0.586,0.021542738,1540,train,0
S,0.94331,0.186,-0.176,-1,-0.33,0.004545455,393,train,0
S,0.94331,0.547,0.785,0.237,0.523,0.003496503,2920,train,0
S,0.94331,0.601,0.383,-0.111,0.291,0.008174387,3645,test,NA
S,0.945666,0.038,-0.321,-1.572,-0.618,0.003610108,197,train,0
S,0.945666,0.139,-0.176,-1.082,-0.373,0.002192982,1033,train,0
S,0.945666,0.389,0.62,-0.368,0.214,0.007171315,1663,train,0
S,0.945666,0.855,1.039,1.058,0.984,0.005268704,655,train,0
S,0.948786,0.092,-0.209,-1.497,-0.538,0.001165501,2526,train,0
S,0.948786,0.193,-0.126,-0.917,-0.283,0.005020921,2557,train,0
S,0.948786,0.314,0.309,-0.511,0.037,0.041666667,2749,train,0
S,0.948786,0.441,0.403,-0.158,0.229,0.061111111,3643,test,NA
S,0.950334,0.067,-0.537,-1.508,-0.659,0.05733148,587,train,0
S,0.950334,0.08,-0.144,-1.201,-0.422,0.006254343,3689,train,0
S,0.950334,0.915,1.431,1.133,1.16,0.075657895,2380,test,NA
S,0.951925,0.067,-0.296,-1.175,-0.468,0.004115226,484,train,0
S,0.951925,0.134,-0.269,-1.102,-0.412,0.006374502,3377,train,0
S,0.951925,0.376,0.6,-0.273,0.234,0.024347826,107,train,0
S,0.953422,0.051,-0.269,-1.479,-0.566,0.021195275,974,train,0
S,0.954657,0.072,-0.519,-1.241,-0.563,0.005076142,1429,train,0
S,0.954657,0.448,0.502,-0.09,0.287,0.008339124,2010,train,0
S,0.956248,0.042,-0.201,-1.729,-0.629,0.009393064,595,train,0
S,0.956248,0.056,-0.264,-1.523,-0.577,0.004966887,3635,train,0
S,0.956248,0.645,0.403,-0.187,0.287,0.002347418,2520,train,0
S,0.9577,0.037,-0.349,-1.489,-0.6,0.011627907,1742,train,0
S,0.959312,0.142,-0.18,-0.993,-0.344,0.005555556,1462,train,0
S,0.959312,0.612,0.88,0.435,0.642,0.012345679,3442,test,NA
S,0.960642,0.197,0.046,-0.983,-0.247,0.01083815,832,train,0
S,0.960642,0.521,0.666,-0.058,0.376,0.041666667,1890,train,0
S,0.96342,0.149,-0.076,-1.002,-0.31,0.004115226,3381,train,0
S,0.964893,0.802,1.211,0.491,0.835,0.012658228,2951,train,1
S,0.964893,0.959,1.439,1.48,1.293,0.208333333,2012,train,1
S,0.9657,0.049,-0.571,-1.422,-0.648,0.133802817,534,train,1
S,0.9657,0.092,-0.3,-1.529,-0.579,0.013245033,3302,test,NA
S,0.9684,0.042,-0.419,-1.567,-0.648,0.002114165,1727,train,0
S,0.9684,0.234,0.179,-0.885,-0.157,0.075709779,104,train,0
S,0.969315,0.074,-0.327,-1.179,-0.477,0.00990099,2385,train,0
S,0.969315,0.126,-0.356,-1.064,-0.431,0.155660377,2449,train,0
S,0.969315,0.427,0.777,-0.268,0.312,0.002444988,2938,test,NA
S,0.970265,0.169,-0.032,-0.68,-0.181,0.010526316,642,train,0
S,0.971713,0.374,0.233,-0.18,0.142,0.005154639,2844,train,0
S,0.97245,0.279,-0.009,-0.824,-0.185,0.099796334,3085,train,0
S,0.97245,0.829,1.451,1,1.093,0.021542738,1826,train,1
S,0.97245,0.876,1.138,0.876,0.963,0.155234657,1322,train,0
S,0.974374,0.169,-0.061,-1.131,-0.341,0.002084781,3119,train,0
S,0.975609,0.07,-0.472,-1.686,-0.696,0.010526316,412,train,0
S,0.976226,0.029,-0.622,-2.135,-0.909,0.002779708,238,train,0
S,0.976226,0.034,-0.53,-2.181,-0.892,0.021052632,3663,test,NA
S,0.976226,0.163,-0.018,-0.935,-0.263,0.004716981,525,train,0
S,0.976226,0.574,0.616,0.183,0.458,0.019508671000000002,3402,train,0
S,0.976962,0.015,-0.53,-2.519,-1.011,0.010115607,3266,train,0
S,0.976962,0.06,-0.533,-1.653,-0.709,0.028806584,2786,train,0
S,0.976962,0.116,-0.32,-1.299,-0.501,0.018867925,3580,train,0
S,0.978672,0.93,1.854,1.241,1.342,0.140794224,3218,train,1
S,0.979242,0.388,0.716,0.025,0.376,0.166666667,2898,train,0
S,0.979741,0.074,-0.32,-1.045,-0.43,0.001737318,861,train,0
S,0.979741,0.14,-0.281,-1.093,-0.411,0.001389854,2263,train,0
S,0.980097,0.678,0.476,0.238,0.464,0.001042391,2602,test,NA
S,0.984159,0.124,-0.105,-1.068,-0.35,0.031825796,3287,train,0
S,0.985964,0.244,0.482,-0.434,0.097,0.2,1900,test,NA
S,0.985964,0.59,0.645,0.073,0.436,0.014150943,3545,train,0
S,0.988695,0.184,0.604,-0.384,0.135,0.047619048,3340,test,NA
S,0.989241,0.05,-0.654,-1.605,-0.736,0.034059185,3459,train,0
S,0.990642,0.103,-0.22,-1.179,-0.432,0.001042391,1758,test,NA
S,0.99107,0.29,0.535,-0.263,0.187,0.002432245,1050,train,0
S,0.991212,0.039,-0.623,-1.925,-0.836,0.001737318,2332,train,0
T,0.013613,0.144,0.031,-1.111,-0.312,0.011904762,2828,train,0
T,0.021381,0.305,0.112,-0.152,0.088,7.22543e-4,3431,test,NA
T,0.023963,0.161,0.468,-0.773,-0.048,0.016393443,451,train,0
T,0.023963,0.399,-0.013,-0.592,-0.069,0.003338898,3537,train,0
T,0.027463,0.456,0.014,-0.622,-0.051,0.020408163,1269,train,0
T,0.035586,0.035,-0.311,-1.936,-0.737,0.010638298,2757,train,0
T,0.0483,0.204,0.195,-0.446,-0.016,0.001293661,2730,train,0
T,0.054297,0.642,0.316,-0.239,0.24,0.001135074,539,test,NA
T,0.055536,0.138,-0.187,-1.178,-0.409,0.151919866,375,train,0
T,0.064632,0.65,0.845,0.211,0.569,0.01369863,2001,train,0
T,0.0704,0.09,-0.039,-1.131,-0.36,0.00173913,3267,train,0
T,0.074921,0.09,-0.039,-1.131,-0.36,0.002645503,3519,train,0
T,0.076542,0.26,0.026,-0.461,-0.058,0,292,train,0
T,0.088832,0.1,-0.167,-0.845,-0.304,0.00990099,1505,train,0
T,0.088832,0.406,0.12,-0.336,0.063,0.017857143,2126,test,NA
T,0.090864,0.186,-0.204,-1.02,-0.346,0.001718213,1735,test,NA
T,0.098513,0.262,0.235,-0.661,-0.055,0.336734694,562,train,0
T,0.100716,0.102,-0.446,-0.909,-0.418,0.010899183,190,train,0
T,0.102787,0.705,1.127,0.797,0.876,0.008928571,2287,train,0
T,0.10481,0.225,0.181,-0.619,-0.071,0.005675369,1711,train,0
T,0.106997,0.021,-0.493,-1.982,-0.818,0.010204082,1721,train,0
T,0.106997,0.141,-0.031,-1.106,-0.332,0.1875,1369,train,0
T,0.109221,0.15,-0.17,-1.108,-0.376,0.003161222,2685,train,0
T,0.109221,0.656,0.215,0.274,0.382,0.003311258,3361,train,0
T,0.118441,0.287,-0.008,-0.493,-0.071,0.00173913,3654,train,0
T,0.120615,0.108,-0.132,-1.056,-0.36,0.02739726,1474,train,0
T,0.120615,0.153,-0.141,-1.187,-0.392,0.075869336,2835,test,NA
T,0.127496,0.041,-0.264,-1.748,-0.657,0,1116,train,0
T,0.13487,0.412,0.101,-0.518,-0.002,0.002518892,3729,train,0
T,0.137348,0.143,-0.208,-1.135,-0.4,0.003030303,2541,train,0
T,0.139895,0.298,0.26,-0.586,-0.009,0.504741834,3290,train,0
T,0.15008,0.174,-0.128,-0.741,-0.232,0,206,test,NA
T,0.155435,0.057,-0.477,-1.738,-0.719,0.001135074,500,train,0
T,0.155435,0.06,-0.294,-1.323,-0.519,0.035460993,722,train,0
T,0.161087,0.125,-0.065,-1.004,-0.315,0.001718213,3604,train,0
T,0.164327,0.152,-0.122,-0.623,-0.198,0.008928571,2226,train,0
T,0.164327,0.279,0.014,-0.31,-0.006,0.035714286,2019,train,0
T,0.167087,0.093,-0.213,-1.516,-0.545,0.010638298,3264,test,NA
T,0.170161,0.127,-0.16,-0.862,-0.298,0.005464481,514,test,NA
T,0.170161,0.471,0.592,-0.406,0.219,0.005952381,3495,train,0
T,0.17308,0.138,-0.009,-0.917,-0.263,0.006578947,3035,train,0
T,0.17593,0.617,0.834,0.301,0.584,0.025,326,test,NA
T,0.182256,0.141,-0.11,-0.98,-0.316,0.00173913,1725,train,0
T,0.182256,0.341,0.054,-0.843,-0.149,0.003030303,1644,train,0
T,0.182256,0.423,0.062,-0.464,0.007,0.003478261,1484,train,0
T,0.185198,0.102,-0.178,-1.387,-0.488,0.022988506,33,train,0
T,0.18812,0.098,-0.154,-1,-0.352,0.003546099,428,train,0
T,0.196879,0.193,-0.153,-0.999,-0.32,0.106078665,345,test,NA
T,0.196879,0.718,0.988,0.091,0.599,0.005464481,1177,train,0
T,0.200174,0.809,0.804,0.645,0.753,0,2631,test,NA
T,0.203355,0.077,-0.103,-1.288,-0.438,0.006289308,156,train,0
T,0.209395,0.302,-0.02,-0.652,-0.123,0.31147541,2391,train,0
T,0.21291,0.219,-0.082,-0.85,-0.238,0.072222222,2116,test,NA
T,0.21291,0.479,0.2,-0.172,0.169,0.018867925,2470,train,0
T,0.219301,0.188,-0.144,-0.792,-0.249,0.004123711,837,train,0
T,0.222385,0.258,0.081,-0.806,-0.156,0.001356852,419,train,0
T,0.222385,0.521,0.486,-0.003,0.335,0.003412969,311,train,0
